instruction,input,output
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Makarfi in the year 2019?,Top crop: Sorghum with a yield of 221.81205794430207 kg/ha. Top livestock: Pig with a count of 221.81205794430207.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kudan in the year 2019?,Top crop: Tomato with a yield of 479.9541648160279 kg/ha. Top livestock: Sheep with a count of 479.9541648160279.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Chikun in the year 2018?,Top crop: Groundnut with a yield of 378.4349194104045 kg/ha. Top livestock: Poultry with a count of 378.4349194104045.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Sokoto in the year 2020?,Top crop: Rice with a yield of 669.0666574876498 kg/ha. Top livestock: Sheep with a count of 669.0666574876498.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Giwa in the year 2017?,Top crop: Cassava with a yield of 824.5006184568686 kg/ha. Top livestock: Pig with a count of 824.5006184568686.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Soba in the year 2025?,Top crop: Millet with a yield of 621.7181728114747 kg/ha. Top livestock: Pig with a count of 621.7181728114747.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Sanga in the year 2023?,Top crop: Rice with a yield of 690.0680271751315 kg/ha. Top livestock: Goat with a count of 690.0680271751315.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Lau in the year 2023?,Top crop: Sorghum with a yield of 590.6708912303482 kg/ha. Top livestock: Goat with a count of 590.6708912303482.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Lere in the year 2023?,Top crop: Millet with a yield of 717.7704533432112 kg/ha. Top livestock: Goat with a count of 717.7704533432112.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Jaba in the year 2021?,Top crop: Rice with a yield of 364.0888197011827 kg/ha. Top livestock: Poultry with a count of 364.0888197011827.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kaduna North in the year 2016?,Top crop: Maize with a yield of 723.512632189 kg/ha. Top livestock: Cattle with a count of 723.512632189.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Jemaa in the year 2015?,Top crop: Maize with a yield of 765.2240132737037 kg/ha. Top livestock: Cattle with a count of 765.2240132737037.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kaduna South in the year 2023?,Top crop: Maize with a yield of 773.7757016251605 kg/ha. Top livestock: Poultry with a count of 773.7757016251605.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Birnin Gwari in the year 2018?,Top crop: Millet with a yield of 300.1760647260343 kg/ha. Top livestock: Goat with a count of 300.1760647260343.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Sabon Gari in the year 2025?,Top crop: Tomato with a yield of 476.05166488341865 kg/ha. Top livestock: Pig with a count of 476.05166488341865.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kaura in the year 2019?,Top crop: Millet with a yield of 526.795760138694 kg/ha. Top livestock: Pig with a count of 526.795760138694.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kaduna North in the year 2015?,Top crop: Millet with a yield of 308.55376209923054 kg/ha. Top livestock: Pig with a count of 308.55376209923054.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Birnin Gwari in the year 2023?,Top crop: Groundnut with a yield of 227.17127259546237 kg/ha. Top livestock: Sheep with a count of 227.17127259546237.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Lere in the year 2016?,Top crop: Tomato with a yield of 530.7273462418472 kg/ha. Top livestock: Pig with a count of 530.7273462418472.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Zaria in the year 2021?,Top crop: Groundnut with a yield of 980.4781244775965 kg/ha. Top livestock: Sheep with a count of 980.4781244775965.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kauru in the year 2018?,Top crop: Sorghum with a yield of 315.62389316612 kg/ha. Top livestock: Goat with a count of 315.62389316612.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Lau in the year 2017?,Top crop: Sorghum with a yield of 404.1120622471447 kg/ha. Top livestock: Pig with a count of 404.1120622471447.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Igabi in the year 2016?,Top crop: Millet with a yield of 961.3740559018952 kg/ha. Top livestock: Sheep with a count of 961.3740559018952.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Shanga in the year 2018?,Top crop: Rice with a yield of 432.6271298371086 kg/ha. Top livestock: Goat with a count of 432.6271298371086.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kudan in the year 2017?,Top crop: Tomato with a yield of 847.5391712117386 kg/ha. Top livestock: Cattle with a count of 847.5391712117386.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Zangon Kataf in the year 2020?,Top crop: Rice with a yield of 297.5819181523717 kg/ha. Top livestock: Pig with a count of 297.5819181523717.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Soba in the year 2022?,Top crop: Maize with a yield of 327.1221239546719 kg/ha. Top livestock: Sheep with a count of 327.1221239546719.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Jaba in the year 2021?,Top crop: Sorghum with a yield of 817.8406395407541 kg/ha. Top livestock: Poultry with a count of 817.8406395407541.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kafanchan in the year 2019?,Top crop: Maize with a yield of 245.4274569868128 kg/ha. Top livestock: Pig with a count of 245.4274569868128.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kafanchan in the year 2025?,Top crop: Maize with a yield of 283.144515601483 kg/ha. Top livestock: Sheep with a count of 283.144515601483.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Soba in the year 2020?,Top crop: Groundnut with a yield of 651.8966301008143 kg/ha. Top livestock: Cattle with a count of 651.8966301008143.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kaduna South in the year 2016?,Top crop: Sorghum with a yield of 200.79000117936175 kg/ha. Top livestock: Cattle with a count of 200.79000117936175.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Sokoto in the year 2015?,Top crop: Groundnut with a yield of 334.42592208816563 kg/ha. Top livestock: Cattle with a count of 334.42592208816563.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kafanchan in the year 2015?,Top crop: Cassava with a yield of 818.8025624893992 kg/ha. Top livestock: Pig with a count of 818.8025624893992.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Chikun in the year 2021?,Top crop: Millet with a yield of 927.2190086946614 kg/ha. Top livestock: Sheep with a count of 927.2190086946614.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kachia in the year 2020?,Top crop: Maize with a yield of 372.3292442367748 kg/ha. Top livestock: Sheep with a count of 372.3292442367748.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Makarfi in the year 2019?,Top crop: Sorghum with a yield of 920.1963922215772 kg/ha. Top livestock: Pig with a count of 920.1963922215772.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Samaru in the year 2022?,Top crop: Rice with a yield of 918.2023280325908 kg/ha. Top livestock: Pig with a count of 918.2023280325908.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Giwa in the year 2020?,Top crop: Cassava with a yield of 252.303988680569 kg/ha. Top livestock: Goat with a count of 252.303988680569.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Birnin Gwari in the year 2020?,Top crop: Sorghum with a yield of 523.4309296575927 kg/ha. Top livestock: Poultry with a count of 523.4309296575927.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Sanga in the year 2016?,Top crop: Millet with a yield of 943.9685891615152 kg/ha. Top livestock: Sheep with a count of 943.9685891615152.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Zaria in the year 2016?,Top crop: Cassava with a yield of 425.572463576147 kg/ha. Top livestock: Poultry with a count of 425.572463576147.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kudan in the year 2024?,Top crop: Rice with a yield of 454.6961170224757 kg/ha. Top livestock: Pig with a count of 454.6961170224757.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Samaru in the year 2022?,Top crop: Millet with a yield of 617.0647815663292 kg/ha. Top livestock: Poultry with a count of 617.0647815663292.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Shanga in the year 2023?,Top crop: Maize with a yield of 359.1365635339154 kg/ha. Top livestock: Cattle with a count of 359.1365635339154.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Giwa in the year 2016?,Top crop: Maize with a yield of 629.2213457417708 kg/ha. Top livestock: Poultry with a count of 629.2213457417708.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Jemaa in the year 2023?,Top crop: Rice with a yield of 940.8832322598932 kg/ha. Top livestock: Poultry with a count of 940.8832322598932.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Chikun in the year 2021?,Top crop: Sorghum with a yield of 721.2996274795314 kg/ha. Top livestock: Poultry with a count of 721.2996274795314.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kauru in the year 2024?,Top crop: Tomato with a yield of 302.1803133184919 kg/ha. Top livestock: Sheep with a count of 302.1803133184919.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kaduna North in the year 2018?,Top crop: Rice with a yield of 845.1012155200966 kg/ha. Top livestock: Cattle with a count of 845.1012155200966.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kaduna North in the year 2019?,Top crop: Rice with a yield of 205.3056780317699 kg/ha. Top livestock: Poultry with a count of 205.3056780317699.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Samaru in the year 2021?,Top crop: Maize with a yield of 378.0154982024756 kg/ha. Top livestock: Poultry with a count of 378.0154982024756.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Lere in the year 2020?,Top crop: Maize with a yield of 262.51857247819623 kg/ha. Top livestock: Pig with a count of 262.51857247819623.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Samaru in the year 2018?,Top crop: Rice with a yield of 725.2250560083364 kg/ha. Top livestock: Pig with a count of 725.2250560083364.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Soba in the year 2017?,Top crop: Millet with a yield of 767.3236782555758 kg/ha. Top livestock: Cattle with a count of 767.3236782555758.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Sabon Gari in the year 2020?,Top crop: Cassava with a yield of 280.2677689525027 kg/ha. Top livestock: Cattle with a count of 280.2677689525027.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Jaba in the year 2019?,Top crop: Millet with a yield of 373.17217723340326 kg/ha. Top livestock: Cattle with a count of 373.17217723340326.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Zaria in the year 2019?,Top crop: Cassava with a yield of 932.4044361860272 kg/ha. Top livestock: Sheep with a count of 932.4044361860272.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Samaru in the year 2015?,Top crop: Sorghum with a yield of 937.1651047826756 kg/ha. Top livestock: Sheep with a count of 937.1651047826756.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Birnin Gwari in the year 2018?,Top crop: Rice with a yield of 579.3788689681355 kg/ha. Top livestock: Sheep with a count of 579.3788689681355.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Jemaa in the year 2015?,Top crop: Cassava with a yield of 968.4818370569178 kg/ha. Top livestock: Sheep with a count of 968.4818370569178.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Sabon Gari in the year 2020?,Top crop: Millet with a yield of 712.1342268319385 kg/ha. Top livestock: Pig with a count of 712.1342268319385.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kaduna North in the year 2021?,Top crop: Tomato with a yield of 458.1930947527812 kg/ha. Top livestock: Goat with a count of 458.1930947527812.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Chikun in the year 2025?,Top crop: Cassava with a yield of 263.64369376074086 kg/ha. Top livestock: Cattle with a count of 263.64369376074086.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Birnin Gwari in the year 2021?,Top crop: Maize with a yield of 899.4953113572919 kg/ha. Top livestock: Goat with a count of 899.4953113572919.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Soba in the year 2020?,Top crop: Groundnut with a yield of 494.28037693141977 kg/ha. Top livestock: Sheep with a count of 494.28037693141977.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Jaba in the year 2024?,Top crop: Tomato with a yield of 337.8225006537674 kg/ha. Top livestock: Goat with a count of 337.8225006537674.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kaduna South in the year 2018?,Top crop: Groundnut with a yield of 624.5274390173963 kg/ha. Top livestock: Cattle with a count of 624.5274390173963.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Zaria in the year 2015?,Top crop: Millet with a yield of 836.7451077584108 kg/ha. Top livestock: Sheep with a count of 836.7451077584108.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Zaria in the year 2019?,Top crop: Rice with a yield of 561.2543470423411 kg/ha. Top livestock: Pig with a count of 561.2543470423411.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Shanga in the year 2016?,Top crop: Soybean with a yield of 462.66056683998187 kg/ha. Top livestock: Cattle with a count of 462.66056683998187.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kachia in the year 2021?,Top crop: Millet with a yield of 819.4990577032494 kg/ha. Top livestock: Poultry with a count of 819.4990577032494.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Soba in the year 2025?,Top crop: Cassava with a yield of 532.4069796763054 kg/ha. Top livestock: Sheep with a count of 532.4069796763054.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kauru in the year 2021?,Top crop: Cassava with a yield of 799.4375262887825 kg/ha. Top livestock: Poultry with a count of 799.4375262887825.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kafanchan in the year 2024?,Top crop: Tomato with a yield of 757.6006916014112 kg/ha. Top livestock: Sheep with a count of 757.6006916014112.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kaura in the year 2017?,Top crop: Cassava with a yield of 899.0521315389982 kg/ha. Top livestock: Sheep with a count of 899.0521315389982.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kaduna North in the year 2020?,Top crop: Tomato with a yield of 498.8185240829125 kg/ha. Top livestock: Pig with a count of 498.8185240829125.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Birnin Gwari in the year 2016?,Top crop: Millet with a yield of 829.2588434118022 kg/ha. Top livestock: Cattle with a count of 829.2588434118022.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Birnin Gwari in the year 2015?,Top crop: Maize with a yield of 550.5865730205464 kg/ha. Top livestock: Poultry with a count of 550.5865730205464.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Sabon Gari in the year 2015?,Top crop: Cassava with a yield of 307.25517509736306 kg/ha. Top livestock: Goat with a count of 307.25517509736306.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kaura in the year 2024?,Top crop: Rice with a yield of 587.8994988744257 kg/ha. Top livestock: Cattle with a count of 587.8994988744257.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Lau in the year 2025?,Top crop: Maize with a yield of 918.2804306539168 kg/ha. Top livestock: Cattle with a count of 918.2804306539168.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kudan in the year 2017?,Top crop: Tomato with a yield of 775.9658637501993 kg/ha. Top livestock: Pig with a count of 775.9658637501993.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Samaru in the year 2023?,Top crop: Groundnut with a yield of 318.73848168578445 kg/ha. Top livestock: Goat with a count of 318.73848168578445.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Sokoto in the year 2015?,Top crop: Groundnut with a yield of 623.2292891042802 kg/ha. Top livestock: Goat with a count of 623.2292891042802.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Soba in the year 2020?,Top crop: Maize with a yield of 515.4286149009972 kg/ha. Top livestock: Poultry with a count of 515.4286149009972.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Zaria in the year 2017?,Top crop: Tomato with a yield of 796.4042122586077 kg/ha. Top livestock: Pig with a count of 796.4042122586077.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Samaru in the year 2016?,Top crop: Cassava with a yield of 342.5180107117664 kg/ha. Top livestock: Cattle with a count of 342.5180107117664.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Zaria in the year 2016?,Top crop: Soybean with a yield of 863.8706232506073 kg/ha. Top livestock: Pig with a count of 863.8706232506073.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Jaba in the year 2021?,Top crop: Maize with a yield of 460.54690191391046 kg/ha. Top livestock: Sheep with a count of 460.54690191391046.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Sokoto in the year 2021?,Top crop: Cassava with a yield of 641.2284933783451 kg/ha. Top livestock: Goat with a count of 641.2284933783451.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Zangon Kataf in the year 2017?,Top crop: Cassava with a yield of 666.4800425507383 kg/ha. Top livestock: Cattle with a count of 666.4800425507383.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kachia in the year 2022?,Top crop: Groundnut with a yield of 553.9807334305992 kg/ha. Top livestock: Cattle with a count of 553.9807334305992.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Soba in the year 2016?,Top crop: Rice with a yield of 468.79267125491566 kg/ha. Top livestock: Goat with a count of 468.79267125491566.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Samaru in the year 2018?,Top crop: Groundnut with a yield of 976.6186625157573 kg/ha. Top livestock: Cattle with a count of 976.6186625157573.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kaura in the year 2016?,Top crop: Millet with a yield of 706.173738700725 kg/ha. Top livestock: Poultry with a count of 706.173738700725.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Sokoto in the year 2016?,Top crop: Tomato with a yield of 902.4430984978928 kg/ha. Top livestock: Pig with a count of 902.4430984978928.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kauru in the year 2018?,Top crop: Soybean with a yield of 575.8988277787433 kg/ha. Top livestock: Sheep with a count of 575.8988277787433.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Giwa in the year 2019?,Top crop: Sorghum with a yield of 863.6966380406823 kg/ha. Top livestock: Pig with a count of 863.6966380406823.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Igabi in the year 2020?,Top crop: Maize with a yield of 244.47022838199456 kg/ha. Top livestock: Sheep with a count of 244.47022838199456.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Chikun in the year 2018?,Top crop: Sorghum with a yield of 641.516761024051 kg/ha. Top livestock: Pig with a count of 641.516761024051.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Shanga in the year 2023?,Top crop: Soybean with a yield of 580.7453767521113 kg/ha. Top livestock: Poultry with a count of 580.7453767521113.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Shanga in the year 2024?,Top crop: Groundnut with a yield of 735.1638577714431 kg/ha. Top livestock: Cattle with a count of 735.1638577714431.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Zaria in the year 2019?,Top crop: Sorghum with a yield of 367.6980660496472 kg/ha. Top livestock: Goat with a count of 367.6980660496472.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kaduna North in the year 2025?,Top crop: Maize with a yield of 720.4990143783145 kg/ha. Top livestock: Cattle with a count of 720.4990143783145.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kafanchan in the year 2021?,Top crop: Soybean with a yield of 870.5087485027698 kg/ha. Top livestock: Pig with a count of 870.5087485027698.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Jaba in the year 2018?,Top crop: Tomato with a yield of 715.7940733628596 kg/ha. Top livestock: Poultry with a count of 715.7940733628596.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kudan in the year 2019?,Top crop: Tomato with a yield of 401.5418679634132 kg/ha. Top livestock: Pig with a count of 401.5418679634132.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Samaru in the year 2015?,Top crop: Tomato with a yield of 227.87592718891943 kg/ha. Top livestock: Poultry with a count of 227.87592718891943.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kafanchan in the year 2016?,Top crop: Cassava with a yield of 398.7799026087776 kg/ha. Top livestock: Poultry with a count of 398.7799026087776.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kaduna North in the year 2023?,Top crop: Maize with a yield of 204.98391921187488 kg/ha. Top livestock: Cattle with a count of 204.98391921187488.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Giwa in the year 2018?,Top crop: Millet with a yield of 325.544813781472 kg/ha. Top livestock: Pig with a count of 325.544813781472.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Lere in the year 2020?,Top crop: Cassava with a yield of 746.3732575665881 kg/ha. Top livestock: Pig with a count of 746.3732575665881.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Soba in the year 2022?,Top crop: Cassava with a yield of 997.2215531997156 kg/ha. Top livestock: Sheep with a count of 997.2215531997156.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Sanga in the year 2025?,Top crop: Groundnut with a yield of 733.6344003811787 kg/ha. Top livestock: Goat with a count of 733.6344003811787.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Jemaa in the year 2018?,Top crop: Rice with a yield of 313.8969117414008 kg/ha. Top livestock: Cattle with a count of 313.8969117414008.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Sokoto in the year 2022?,Top crop: Rice with a yield of 513.0585050690356 kg/ha. Top livestock: Pig with a count of 513.0585050690356.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Birnin Gwari in the year 2019?,Top crop: Sorghum with a yield of 514.5092605200348 kg/ha. Top livestock: Poultry with a count of 514.5092605200348.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kauru in the year 2016?,Top crop: Sorghum with a yield of 858.4339253973336 kg/ha. Top livestock: Poultry with a count of 858.4339253973336.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kaduna South in the year 2022?,Top crop: Millet with a yield of 327.22154554627235 kg/ha. Top livestock: Poultry with a count of 327.22154554627235.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Birnin Gwari in the year 2019?,Top crop: Soybean with a yield of 519.4802054830984 kg/ha. Top livestock: Goat with a count of 519.4802054830984.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Shanga in the year 2021?,Top crop: Rice with a yield of 965.6595243806076 kg/ha. Top livestock: Pig with a count of 965.6595243806076.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kaduna North in the year 2023?,Top crop: Rice with a yield of 792.9948483551351 kg/ha. Top livestock: Goat with a count of 792.9948483551351.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Giwa in the year 2016?,Top crop: Groundnut with a yield of 753.0406304685936 kg/ha. Top livestock: Goat with a count of 753.0406304685936.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kaduna South in the year 2022?,Top crop: Tomato with a yield of 803.9289585726376 kg/ha. Top livestock: Goat with a count of 803.9289585726376.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kauru in the year 2020?,Top crop: Tomato with a yield of 299.3319049491532 kg/ha. Top livestock: Sheep with a count of 299.3319049491532.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Zaria in the year 2016?,Top crop: Tomato with a yield of 956.4801141632872 kg/ha. Top livestock: Cattle with a count of 956.4801141632872.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Samaru in the year 2016?,Top crop: Tomato with a yield of 628.815157570796 kg/ha. Top livestock: Cattle with a count of 628.815157570796.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Chikun in the year 2015?,Top crop: Sorghum with a yield of 356.33431300814846 kg/ha. Top livestock: Poultry with a count of 356.33431300814846.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Zangon Kataf in the year 2020?,Top crop: Tomato with a yield of 998.9072769239996 kg/ha. Top livestock: Cattle with a count of 998.9072769239996.
